handle,text,url,earliest_date,is_story,domain
foxnews,Minnesota AG Ellison claims victory with narrow lead,https://www.foxnews.com/politics/minnesota-ag-ellison-claims-victory-narrow-lead,2022-11-09,True,foxnews.com
EpochTimes,Minnesota Democrat Rep. Craig Wins Reelection in Rematch With Tyler,https://www.theepochtimes.com/minnesota-democrat-rep-craig-wins-reelection-in-rematch-with-tyler_4849658.html,2022-11-09,True,theepochtimes.com
foxnews,"Minnesota county at center of George Floyd protests elects first ever Black sheriff, new top prosecutor",https://www.foxnews.com/politics/minnesota-county-center-george-floyd-protests-elects-first-ever-black-sheriff-new-top-prosecutor,2022-11-10,True,foxnews.com
foxnews,Minnesota football 'campaigns' for standout player in funny Election Day video,https://www.foxnews.com/sports/minnesota-football-campaigns-standout-player-funny-election-day-video,2022-11-08,True,foxnews.com
worldnetdaily,Missed America: Look who wins beauty contest,https://www.wnd.com/2022/11/big-news-huge-biological-male-wins-new-hampshire-beauty-contest/,2022-11-09,True,wnd.com
DRUDGE,Missing Bitcoin stash found in popcorn box,https://www.mirror.co.uk/news/us-news/missing-stolen-bitcoin-worth-3billion-28448458,2022-11-09,True,mirror.co.uk
RedState,Missouri AG Eric Schmitt Notches a Solid Win Against Beer Heiress Trudy Busch Valentine,https://redstate.com/smoosieq/2022/11/09/missouri-ag-eric-schmitt-notches-a-solid-win-against-beer-heiress-trudy-busch-valentine-n656070,2022-11-08,True,redstate.com
reason,Missouri Becomes the 21st State To Legalize Recreational Marijuana,https://reason.com/2022/11/09/missouri-becomes-the-21st-state-to-legalize-recreational-marijuana/,2022-11-09,True,reason.com
BreitbartNews,"Mitt Romney Offered Mike Lee Brief, Generic Congratulatory Text After Beating Evan McMullin",https://www.breitbart.com/politics/2022/11/09/mitt-romney-offered-mike-lee-brief-generic-congratulatory-text-after-beating-evan-mcmullin/,2022-11-09,True,breitbart.com
hotairblog,Mitt Romney hardest hit by Mike Lee victory,https://hotair.com/headlines/2022/11/10/mitt-romney-hardest-hit-by-mike-lee-victory-n509727,2022-11-10,True,hotair.com
reason,Modest Tax Relief Comes to California's Cannabis Growers,https://reason.com/2022/07/06/modest-tax-relief-comes-to-californias-cannabis-growers/,2022-11-09,True,reason.com
JustTheNews,Moles And Skin Tags Fall Right Off After Doing This EcoHealthNews Ad is Hidden Please tell us why you hid this ad? Inappropriate Misleading Misinformation Repetitive Irrelevant Distracting,http://go.ecohealthnews.org/f2007932-1f10-4c30-ad50-2a4f81f067c5?campaign_id=00ea319b8b5fb7ef116e28fe71f6d61ca3&publisher_id=$publisher_id$&publisher_name=$publisher_name$&ad_id=00bc2429e5e5d2ba580bf0d8d045a168c3&ad_title=Moles+And+Skin+Tags+Fall+Right+Off+After+Doing+This&section_id=$section_id$&section_name=$section_name$&req_id=$req_id$&promoted_link_id=00bc2429e5e5d2ba580bf0d8d045a168c3&time_stamp=$time_stamp$&ob_click_id=$ob_click_id$&obOrigUrl=true,2022-11-08,True,ecohealthnews.org
dcexaminer,Momentum builds behind Ryan Reynolds desire for NHL team ownership,https://www.washingtonexaminer.com/news/momentum-builds-behind-ryan-reynolds-desire-for-nhl-team-ownership,2022-11-10,True,washingtonexaminer.com
dcexaminer,Money spent by Democrats elevating far-right candidates in primaries pays off,https://www.washingtonexaminer.com/news/money-spent-by-democrats-elevating-far-right-candidates-in-primaries-pays-off,2022-11-10,True,washingtonexaminer.com
foxnews,"Monica De La Cruz flips Texas border district red, says voters support law enforcement and legal immigration",https://www.foxnews.com/media/monica-de-la-cruz-flips-texas-border-district-red-voters-support-law-enforcement-legal-immigration,2022-11-09,True,foxnews.com
RedState,Moore to the Point - Waste of a Perfectly Good White Claw,https://redstate.com/smoosieq/2022/11/09/moore-to-the-point-waste-of-a-perfectly-good-white-claw-n656725,2022-11-09,True,redstate.com
worldnetdaily,More Americans can't afford their car payments in Biden's economy,https://www.wnd.com/2022/11/americans-cant-afford-car-payments-bidens-economy/,2022-11-08,True,wnd.com
reason,More States Poised To Ease Marijuana Laws After Election Day,https://reason.com/2022/09/26/more-states-poised-to-ease-marijuana-laws-after-election-day/,2022-11-08,True,reason.com
NRO,"More than half of inmates in state prisons have committed violent crimes such as murder, rape, or assault. It’s not overly punitive to keep them behind bars.",https://www.nationalreview.com/2022/11/decarceration-has-been-a-substantive-and-political-disaster/,2022-11-08,True,nationalreview.com
EpochTimes,"Mortgage Demand Drops as Rates Rise to 7.14 Percent, Near Highest Level Since 2001",https://www.theepochtimes.com/mortgage-demand-drops-as-rates-rise-to-7-14-percent-near-highest-level-since-2001_4854788.html,2022-11-10,True,theepochtimes.com
DRUDGE,Moscow announces retreat from key city,https://www.nbcnews.com/news/world/russia-ukraine-war-kherson-retreat-kirill-stremousov-rcna56362,2022-11-09,True,nbcnews.com
OANN,Motor racing-Alonso confident Aston Martin can beat Alpine in 2023,https://www.oann.com/sports/motor-racing-alonso-confident-aston/,2022-11-10,True,oann.com
OANN,Motor racing-Leclerc more focused on 2023 than on battle for second place,https://www.oann.com/sports/motor-racing-leclerc-more-focused/,2022-11-09,True,oann.com
OANN,Motor racing-Williams give Sargeant Saturday practice slot in Brazil,https://www.oann.com/sports/motor-racing-williams-give-sargeant/,2022-11-09,True,oann.com
NRO,"Move Over, Gettysburg Address and ‘I Have a Dream’",https://www.nationalreview.com/corner/move-over-gettysburg-address-and-i-have-a-dream/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=right-rail&utm_content=corner&utm_term=fourth,2022-11-10,True,nationalreview.com
foxnews,"Mural of 'life is beautiful, life is hard' becomes key site for those who are struggling",https://www.foxbusiness.com/lifestyle/north-carolina-mural-life-beautiful-life-hard-site-struggling,2022-11-10,True,foxbusiness.com
foxnews,Murderer sentenced to death for killing woman to take her unborn baby: 'Evil piece of flesh demon',https://www.foxnews.com/us/texas-murderer-sentenced-death-killing-woman-take-unborn-baby-evil-piece-flesh-demon,2022-11-09,True,foxnews.com
DRUDGE,Murdoch media empire celebrates new Republican hope,https://www.cnn.com/2022/11/09/media/fox-news-desantis-celebration,2022-11-09,True,cnn.com
BreitbartNews,"Murkowski, Kelly Tshibaka Advance to Final Round of Alaska’s Ranked-Choice Voting",https://www.breitbart.com/midterm-election/2022/11/10/pro-impeachment-lisa-murkowski-kelly-tshibaka-advance-final-round-ranked-choice-tabulation/,2022-11-10,True,breitbart.com
JustTheNews,Murphy Beds For Cheap,https://r1-usc1.zemanta.com/rp2/b1_outbrainrtb/24753269/86261582/6I3XMRCQX5UUUST254ZVGPNYV754V4M4QC7CNW7PILWUXIB7MVDVNLHWY7VNB4HSMLVSTGQOOBBS7ZXYDNYL4JYZYNMPFVEFWQGYMBW7S3QNXTXATOWPODOZJWI6BNPMCT5OW3CYY3MADN4XBWI3EXAU2PCP4UJMJY7ZDGZ5WFRDFTXOTRMABNTHOG3N6DPZ6VFZDO6UVCVJRKHMNP3JOG7UHDJM7P4DME7CVB7DPDRFZLBU2ZU5D3AM4FYVA7EUN4JAE33BNKY3U7UPXCKP2VQ3HE6JCC53RKX6V2CWPEQBG4L3YTRCTUI2FM4WLCXKHZQJW2ZJQOBRZWF3E3KVBUJ5NCTEIWFIAZJVWAWTW77HQ2GLGIP2HKC4QBF435ZKY3CGWFVCMQE65LW6QSWPG5GME7CSQ6RURKYHZ7SKNW7LZVSEFDMQ5SDYOW65TMNRLQZLF63S7BZXNW3LGNB5V4VUQPRMCNRJABAVYYHDDEH3CWPDCL3LXDG3T35FJRLQASOLEBNHULBSQEGZIV4M2ZRCVB6RE3T4UCNHKCUCEQEJIOCOE7AV32F63SG4QJPCBMXC6U5WNJRABPICC2DHJ2MYPNET4JH2224BB43QQKZQKJ3BZDBIRI4ZDWSLQV3G7CVLDXFXAC36XD5KM7UJ372JVGXJ3ZTM3ALSIAQTXNHDQGIGNDVOJAWZUO3U3KQRCGFYMRARUWQEEQWXOSCGJHHOLZUU47MKCPALBQKRVZZYAIKD3C6Q/?obOrigUrl=true,2022-11-09,True,zemanta.com
worldnetdaily,Music legend reveals Stage 4 cancer diagnosis,https://www.wnd.com/2022/11/music-legend-reveals-stage-4-cancer-diagnosis/,2022-11-08,True,wnd.com
DRUDGE,Musk Cashes $4 BILLION More Out of TESLA,https://www.cnbc.com/2022/11/08/elon-musk-sells-at-least-3point95-billion-worth-of-tesla-shares.html,2022-11-08,True,cnbc.com
DRUDGE,Musk First Email to TWITTER Staff Ends Remote Work,https://www.msn.com/en-us/money/other/musk-e2-80-99s-first-email-to-twitter-staff-ends-remote-work/ar-AA13WW27,2022-11-10,True,msn.com
BreitbartNews,Musk Sells $4B Tesla Stock,https://www.breitbart.com/economy/2022/11/09/elon-musk-sells-4-billion-of-tesla-stock/,2022-11-09,True,breitbart.com
BreitbartNews,"Musk Tries to Soothe Advertisers’ Fears by Promising a Kinder, Gentler Twitter…",https://www.breitbart.com/tech/2022/11/10/elon-musk-tries-to-soothe-advertisers-fears-by-promising-a-kinder-gentler-twitter/,2022-11-10,True,breitbart.com
dcexaminer,Musk considers putting Twitter behind paywall after advertisers pull away,https://www.washingtonexaminer.com/policy/technology/musk-considers-twitter-paywall-claims-high-use,2022-11-08,True,washingtonexaminer.com
dcexaminer,Musk kills new Twitter verification method shortly after rolling it out,https://www.washingtonexaminer.com/policy/technology/musk-kills-secondary-verification-function,2022-11-09,True,washingtonexaminer.com
OANN,Musk sells Tesla shares worth $3.95 billion days after Twitter takeover,https://www.oann.com/business/musk-sells-tesla-shares/,2022-11-08,True,oann.com
worldnetdaily,Musk sells at least $3.95 billion worth of Tesla shares after Twitter deal,https://www.wnd.com/2022/11/musk-sells-least-3-95-billion-worth-tesla-shares-twitter-deal/,2022-11-08,True,wnd.com
NRO,Musk's Twitter Mistake,https://www.nationalreview.com/corner/elon-musks-first-big-twitter-change-makes-no-sense/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=header&utm_content=popular&utm_term=fifth,2022-11-10,True,nationalreview.com
BreitbartNews,"Musk, Tech CEOs, Fire Liberal Americans, but Few Foreign Workers",https://www.breitbart.com/immigration/2022/11/08/must-tech-ceos-fire-thousands-of-americans-but-few-foreign-workers/,2022-11-08,True,breitbart.com
OANN,Musk’s Twitter faces fresh conspiracy theories during U.S. midterms vote – experts,https://www.oann.com/business/musks-twitter-faces-fresh/,2022-11-08,True,oann.com
dcexaminer,Musk’s Twitter: Blazing a trail toward openness,https://www.washingtonexaminer.com/restoring-america/faith-freedom-self-reliance/musks-twitter-blazing-trail-toward-openness,2022-11-09,True,washingtonexaminer.com
OANN,Musk’s first email to Twitter staff ends remote work – Bloomberg News,https://www.oann.com/business/musks-first-email-to/,2022-11-10,True,oann.com
BonginoReport,Must See Video Makes The Best Case to Vote GOP (Ep. 1890) - The Dan Bongino Show,https://rumble.com/v1sko34-must-see-video-makes-the-best-case-to-vote-gop-ep.-1890-the-dan-bongino-sho.html?mref=22lbp&mc=56yab,2022-11-08,True,rumble.com
WashTimes,Mutiny: GOP figures turn on Trump for deflating party's midterm score,https://www.washingtontimes.com/news/2022/nov/10/mutiny-gop-figures-turn-trump-deflating-partys-mid/,2022-11-10,True,washingtontimes.com
worldnetdaily,Mysterious Underwater Objects Most People Don't Know About,https://clck.mgid.com/ghits/3866391/i/57510778/0/pp/2/1?h=jqe3luUe1TPyiTG2j3j7z4QzzSLaIyYBoMShehVUxhD9dtMcrKeOvKQ2vnuZ6nCmNVnMPhb0IcERGqfZeq_2Vg**&rid=5deac275-607b-11ed-967e-78ac440ce852&tt=Direct&att=3&afrd=9&iv=11&prid=10&ct=1&gdprApplies=0&muid=ma9NSNymXEae&st=-360&mp4=1,2022-11-09,True,mgid.com
DRUDGE,Mysterious company with govt ties plays key internet role,https://www.msn.com/en-us/news/technology/mysterious-company-with-government-ties-plays-key-internet-role/ar-AA13RwPh,2022-11-08,True,msn.com
BreitbartNews,N. Korea Says Missile Tests Were Practice for ‘Mercilessly’ Striking U.S. and South Korea,https://www.breitbart.com/national-security/2022/11/07/north-korea-says-missile-tests-practice-mercilessly-striking-u-s-south-korean-targets/,2022-11-08,True,breitbart.com
worldnetdaily,N. Korea: Missile tests were practices for 'merciless' response to U.S.,https://www.wnd.com/2022/11/north-korea-missile-tests-practices-merciless-response/,2022-11-08,True,wnd.com
NRO,"N.Y. Governor Kathy Hochul Defeats Zeldin, Dashing GOP Upset Hopes",https://www.nationalreview.com/news/n-y-governor-kathy-hochul-defeats-zeldin-dashing-gop-upset-hopes/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=hero&utm_content=related&utm_term=fifth,2022-11-09,True,nationalreview.com
foxnews,NAACP launches new measure to stop voter intimidation as Americans head to the polls,https://www.foxnews.com/politics/naacp-launches-new-voter-intimidation-measure-americans-head-polls,2022-11-08,True,foxnews.com
DRUDGE,NASA Launches Inflatable Flying Saucer,https://www.dailymail.co.uk/sciencetech/article-11411533/NASA-launch-huge-flying-saucer-like-inflatable-heat-shield.html,2022-11-10,True,dailymail.co.uk
foxnews,NBA champion makes decision on basketball future,https://www.foxnews.com/sports/nba-champion-makes-decision-basketball-future,2022-11-08,True,foxnews.com
foxnews,NBA legend makes prediction for Kyrie Irving’s career,https://www.foxnews.com/sports/nba-legend-makes-prediction-kyrie-irvings-career,2022-11-08,True,foxnews.com
OANN,"NBA roundup: Bucks, minus Giannis, top Thunder in 2 OTs",https://www.oann.com/sports/nba-roundup-bucks-minus/,2022-11-10,True,oann.com
OANN,"NBA roundup: Dejounte Murray, Hawks hand Bucks first loss",https://www.oann.com/sports/nba-roundup-dejounte-murray/,2022-11-08,True,oann.com
OANN,NBA-Turbulent Nets name Vaughn new head coach,https://www.oann.com/sports/nba-turbulent-nets-name-vaughn/,2022-11-09,True,oann.com
BreitbartNews,NBC News: Midterms Prove Gun Control a Winner for Democrats,https://www.breitbart.com/politics/2022/11/09/nbc-news-midterms-not-final-they-prove-gun-control-winner-democrats/,2022-11-09,True,breitbart.com
BonginoReport,NBC Surprisingly Publishes Article Calling Out Dem Election Denialism,https://thepoliticalinsider.com/astounding-nbc-column-blasts-democrats-as-election-deniers-telling-the-original-big-lie-about-trumps-2016-victory/,2022-11-08,True,thepoliticalinsider.com
BreitbartNews,NBC’s Chuck Todd: ‘We Are Not Going to Have a Wave’,https://www.breitbart.com/clips/2022/11/08/nbcs-chuck-todd-we-are-not-going-to-have-a-wave/,2022-11-09,True,breitbart.com
BreitbartNews,NBC’s Tur: You Have to ‘Wonder’ about Fetterman as a POTUS Nominee,https://www.breitbart.com/clips/2022/11/09/nbcs-tur-there-are-some-variables-but-you-wonder-about-fetterman-as-a-potus-nominee/,2022-11-09,True,breitbart.com
DRUDGE,NC,https://www.cnn.com/election/2022/results/north-carolina/senate,2022-11-08,True,cnn.com
DRUDGE,NC sheriff reelected two weeks after resigning over racist comments,https://www.msn.com/en-us/news/us/nc-sheriff-reelected-two-weeks-after-resigning-over-racist-comments/ar-AA13WQXW,2022-11-10,True,msn.com
DRUDGE,NETFLIX Explores Investing in Sports Leagues,https://www.wsj.com/articles/netflix-explores-investing-in-sports-leagues-bidding-on-streaming-rights-11667930861,2022-11-08,True,wsj.com
EpochTimes,"NEWAnalysts Attribute GOP Underperformance in Virginia to Abortion, Performance in Diverse Communities",https://www.theepochtimes.com/analysts-attribute-gop-underperformance-in-virginia-to-abortion-performance-in-diverse-communities_4852886.html,2022-11-09,True,theepochtimes.com
EpochTimes,NEWDecisions on Oregon Races That Could Impact Partisan Balance May Be Delayed,https://www.theepochtimes.com/decisions-on-oregon-races-that-could-impact-partisan-balance-may-be-delayed_4851362.html,2022-11-08,True,theepochtimes.com
EpochTimes,NEWGeorgia Gov. Brian Kemp Beats Stacey Abrams,https://www.theepochtimes.com/georgia-gov-brian-kemp-beats-stacey-abrams_4847342.html,2022-11-08,True,theepochtimes.com
EpochTimes,NEWGeorgia Official: ‘Safe to Say’ There Will Be Senate Runoff Next Month,https://www.theepochtimes.com/georgia-official-safe-to-say-there-will-be-senate-runoff-next-month_4852696.html,2022-11-09,True,theepochtimes.com
EpochTimes,NEWNebraskans Approve Voter ID Measure In Win for Election Integrity Advocates,https://www.theepochtimes.com/nebraskans-approve-voter-id-measure-in-win-for-election-integrity-advocates_4852640.html,2022-11-09,True,theepochtimes.com
EpochTimes,NEWRepublican Greg Abbott Defeats Beto O’Rourke in Texas Governor’s Race,https://www.theepochtimes.com/republican-greg-abbott-defeats-beto-orourke-in-texas-governors-race_4851805.html,2022-11-08,True,theepochtimes.com
newsmax,NEWSMAX Projects Georgia Senate Race Will Go to Runoff,https://www.newsmax.com/politics/georgia-senate-runoff/2022/11/09/id/1095600/,2022-11-09,True,newsmax.com
EpochTimes,NEWTed Budd Claims North Carolina’s Open Senate Seat for Republicans,https://www.theepochtimes.com/ted-budd-claims-north-carolinas-open-senate-seat-for-republicans_4831881.html,2022-11-08,True,theepochtimes.com
EpochTimes,"NEWWiley Nickel Wins Close, Critical North Carolina Congressional Race",https://www.theepochtimes.com/wiley-nickel-wins-close-critical-north-carolina-congressional-race_4848869.html,2022-11-08,True,theepochtimes.com
OANN,NFL-Brady looks to make more history in Germany as Bucs take on Seahawks,https://www.oann.com/sports/nfl-brady-looks-to-make/,2022-11-09,True,oann.com
DRUDGE,NH,https://www.cnn.com/election/2022/results/new-hampshire/senate,2022-11-08,True,cnn.com
BreitbartNews,"NH Gov. Sununu: Voters Rejected Trump, GOP Extremism",https://www.breitbart.com/politics/2022/11/09/nh-gov-sununu-voters-rejected-trump-gop-extremism/,2022-11-10,True,breitbart.com
BreitbartNews,NH Republican Gov. Chris Sununu Reelected,https://www.breitbart.com/politics/2022/11/08/new-hampshire-republican-governor-chris-sununu-reelected/,2022-11-08,True,breitbart.com
OANN,"NHL roundup: Devils top Flames, run win streak to 7 games",https://www.oann.com/sports/nhl-roundup-devils-top/,2022-11-09,True,oann.com
OANN,"NHL roundup: Isles rally late, dump Flames in OT",https://www.oann.com/sports/nhl-roundup-isles-rally/,2022-11-08,True,oann.com
OANN,"NHL roundup: Spencer Knight, Panthers blank Hurricanes",https://www.oann.com/sports/nhl-roundup-spencer-knight/,2022-11-09,True,oann.com
EpochTimes,NHS Nurses in Most UK Hospitals Vote to Strike,https://www.theepochtimes.com/nhs-nurses-in-most-uk-hospitals-vote-to-strike_4853065.html,2022-11-09,True,theepochtimes.com
DRUDGE,NJ malfunction,https://www.msn.com/en-us/news/politics/dominion-voting-machines-in-arizona-new-jersey-malfunction-sparking-new-claims-of-fraud/ar-AA13SVBA,2022-11-08,True,msn.com
foxnews,NJ voters oust Dem lawmaker as GOP inches one seat closer to majority,https://www.foxnews.com/politics/new-jersey-house-seat-flips-republican-thomas-kean-jr-defeats-democrat-tom-malinowski,2022-11-09,True,foxnews.com
DRUDGE,NO RED WAVE,https://www.mediaite.com/politics/we-are-not-going-to-have-a-wave-chuck-todd-declares-red-wave-dead-on-arrival/,2022-11-08,True,mediaite.com
townhallcom,NRCC Chairman Tom Emmer Has a Message for the 'Naysayers' on How GOP Supposedly Delivered,https://townhall.com/tipsheet/rebeccadowns/2022/11/10/nrcc-chairman-tom-emmer-we-delivered-n2615770,2022-11-10,True,townhall.com
EpochTimes,NTD Business (Nov. 10): Stocks Surge on Moderate Inflation Data; More Woes for Crypto Exchange FTX,https://www.theepochtimes.com/ntd-business-nov-10-stocks-surge-on-moderate-inflation-data-more-woes-for-crypto-exchange-ftx_4856034.html,2022-11-10,True,theepochtimes.com
EpochTimes,NTD Good Morning (Nov. 10): Balance of Power in U.S. Senate Comes Down to 3 States; Mail-In Ballots Propel Fetterman to Victory,https://www.theepochtimes.com/ntd-good-morning-nov-10-balance-of-power-in-u-s-senate-comes-down-to-3-states-mail-in-ballots-propel-fetterman-to-victory_4854912.html,2022-11-10,True,theepochtimes.com
EpochTimes,NTD News Today (Nov. 10): Arizona Results Could Take Until Friday; Mail-In Ballots Propel Fetterman to Victory,https://www.theepochtimes.com/ntd-news-today-nov-10-arizona-results-could-take-until-friday-mail-in-ballots-propel-fetterman-to-victory_4855380.html,2022-11-10,True,theepochtimes.com
OANN,"NTT, Kioxia to invest in new Japan-backed logic semiconductor firm – TV Tokyo",https://www.oann.com/tech/ntt-kioxia-to-invest/,2022-11-10,True,oann.com
DRUDGE,NV,https://www.cnn.com/election/2022/results/nevada/senate,2022-11-08,True,cnn.com
DRUDGE,NV final count might not come until Saturday,https://www.nbcnews.com/politics/2022-election/live-blog/midterm-elections-live-updates-rcna56065#rcrd7320,2022-11-09,True,nbcnews.com
DRUDGE,NV results -- next week?,https://www.reviewjournal.com/news/politics-and-government/nevada/when-will-nevadans-know-the-winners-of-tuesdays-elections-2671879/,2022-11-09,True,reviewjournal.com
DRUDGE,NY,https://www.nbcnews.com/politics/2022-elections/new-york-governor-results,2022-11-08,True,nbcnews.com
foxnews,NY election results: Republicans win two more House seats,https://www.foxnews.com/politics/ny-election-results-republicans-win-two-more-house-seats,2022-11-09,True,foxnews.com
NRO,NYC Ballot Initiatives,https://www.nationalreview.com/news/nyc-ballot-initiatives-would-create-massive-racial-equity-infrastructure-in-city-government/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=header&utm_content=popular&utm_term=fourth,2022-11-08,True,nationalreview.com
BonginoReport,NYC Polling Station Temporarily Shuts Down After Pipe Bomb Threat,https://www.dailyfetched.com/nyc-polling-station-receives-pipe-bomb-threat-temporarily-shuts-down/,2022-11-08,True,dailyfetched.com
NRO,NYP Mocks Trump,https://www.nationalreview.com/news/new-york-post-mocks-trumpty-dumpty-on-front-page-after-praising-desantis/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=header&utm_content=popular&utm_term=second,2022-11-10,True,nationalreview.com
dcexaminer,"NYPD offering $10,000 reward for cold case involving deaths of two infants",https://www.washingtonexaminer.com/news/nypd-offering-reward-cold-case-deaths-two-infants,2022-11-10,True,washingtonexaminer.com
foxnews,NYPD offering $10K reward in cold case deaths of two infants,https://www.foxnews.com/us/nypd-offering-10k-reward-cold-case-deaths-two-infants,2022-11-10,True,foxnews.com
DRUDGE,NYPOST: THE DON SABOTAGED MIDTERMS,https://nypost.com/2022/11/09/heres-how-donald-trump-sabotaged-the-republican-midterms/,2022-11-09,True,nypost.com
RedState,Nancy Pelosi Blames Republicans for Attack on Husband Paul,https://redstate.com/bobhoge/2022/11/08/nancy-pelosi-blames-republicans-for-attack-on-husband-paul-n656180,2022-11-08,True,redstate.com
dcexaminer,Nancy Pelosi chokes up in interview when talking about attack on husband,https://www.washingtonexaminer.com/politics/nancy-pelosi-chokes-up-attack-husband,2022-11-08,True,washingtonexaminer.com
dcexaminer,Nancy Pelosi says surgeons had to 'reshape' husband's skull,https://www.washingtonexaminer.com/news/nancy-pelosi-surgeons-reshape-husbands-skull,2022-11-08,True,washingtonexaminer.com
FDRLST,Nebraska Physicians Are Playing ‘Fast And Loose’ With ‘Dead Donor’ Organ Harvesting Laws,https://thefederalist.com/2022/11/09/dead-donor-organ-harvesting-at-university-of-nebraska-medical-center-raises-ethical-concerns/,2022-11-09,True,thefederalist.com
foxnews,Nebraska star suspended for DUI arrest,https://www.foxnews.com/sports/nebraska-star-myles-farmer-suspended-michigan-game-dui-arrest-we-do-not-condone,2022-11-08,True,foxnews.com
dcexaminer,Nebraska votes in favor of a $15 minimum wage,https://www.washingtonexaminer.com/policy/economy/nebraska-votes-in-favor-of-a-15-minimum-wage,2022-11-09,True,washingtonexaminer.com
hotairblog,Netflix Co-CEO shocks Hollywood with endorsement ad for Rick Caruso for Mayor of Los Angeles,https://hotair.com/karen-townsend/2022/11/08/netflix-co-ceo-shocks-hollywood-with-endorsement-ad-for-rick-caruso-for-mayor-of-los-angeles-n509088,2022-11-08,True,hotair.com
OANN,"Netflix explores investing in live sports, bids for streaming rights- WSJ",https://www.oann.com/business/netflix-explores-investing-in/,2022-11-08,True,oann.com
foxnews,"Nets make decision at head coach, won’t hire suspended coach Ime Udoka despite rumors",https://www.foxnews.com/sports/nets-make-decision-head-coach-wont-hire-suspended-coach-ime-udoka-despite-rumors,2022-11-09,True,foxnews.com
EpochTimes,Nevada Midterm Election Results Still Mired in Mail-In Ballot Backlog,https://www.theepochtimes.com/nevada-midterm-election-results-still-mired-in-mail-in-ballot-backlog_4853817.html,2022-11-09,True,theepochtimes.com
WashTimes,Nevada Senate race narrows between Adam Laxalt and Catherine Cortez Masto,https://www.washingtontimes.com/news/2022/nov/10/nevada-senate-race-narrows-between-adam-laxalt-and/,2022-11-10,True,washingtontimes.com
reason,Nevada Voters Could Smash the Two-Party Duopoly,https://reason.com/2022/11/08/nevada-voters-could-smash-the-two-party-duopoly/,2022-11-08,True,reason.com
worldnetdaily,"New Billy Graham archive, research center opens",https://www.wnd.com/2022/11/new-billy-graham-archive-research-center-opens/,2022-11-10,True,wnd.com
NRO,"New Data Shatter the Conventional Wisdom on Spending, Taxes, and Deficits",https://www.nationalreview.com/2022/11/new-data-shatter-the-conventional-wisdom-on-spending-taxes-and-deficits/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=right-rail&utm_content=capital-matters&utm_term=second,2022-11-10,True,nationalreview.com
EpochTimes,New Hampshire’s Veteran Democrat Keeps Congressional Seat,https://www.theepochtimes.com/new-hampshires-veteran-democrat-keeps-congressional-seat_4850312.html,2022-11-09,True,theepochtimes.com
hotairblog,New Hope Arises in Arizona for Republicans After Ballot Update,https://redstate.com/bonchie/2022/11/09/new-hope-arises-in-arizona-for-republicans-after-ballot-update-n656893,2022-11-09,True,redstate.com
dcexaminer,New Mar-a-Lago investigation documents released,https://www.washingtonexaminer.com/news/justice/national-archives-releases-more-documents-maralago,2022-11-09,True,washingtonexaminer.com
foxnews,New Mexico Democratic Gov. Michelle Lujan Grisham wins second term,https://www.foxnews.com/politics/new-mexico-democrat-michelle-lujan-grisham-re-election-governor,2022-11-08,True,foxnews.com
foxnews,New Mexico Gov. Grisham denies campaign received 2018 debate questions in advance,https://www.foxnews.com/politics/new-mexico-gov-grisham-denies-campaign-received-2018-debate-questions-advance,2022-11-08,True,foxnews.com
BonginoReport,New Report Highlights Corruption at DOJ That Began With Obama,https://www.theepochtimes.com/new-report-highlights-corruption-at-doj-that-began-with-obama_4847834.html?utm_source=partner&utm_campaign=BonginoReport,2022-11-09,True,theepochtimes.com
